,Firmenname / COMPANY NAME,rating,reviews,Branche / INDUSTRY,Strasse / Street,Stadt / City,Land / COUNTRY,opening_hours,phone_number,website
92,WAF GMBH,5.0,(1),Graphic designer,Eppendorfer Weg 95A,hamburg,Germany,,+49 160 96705966,
128,WERKHAUS GmbH Shop,5.0,(3),Gift shop,Hermannstraße 14,hamburg,Germany,,+49 40 30087185,
14,WESOUND GmbH,,,Design agency,Jessenstraße 4,hamburg,Germany,,+49 40 401137170,
162,Walther Eisenberg der Mützenmacher,4.5,(71),Clothing store,Steinstraße 21,hamburg,Germany,,+49 40 335703,
254,WeWork,4.4,(130),Coworking space,Axel-Springer-Platz 3,hamburg,Germany,,+49 30 30808409,
123,Yargici,4.4,(27),Clothing store,Mönckebergstraße 7,hamburg,Germany,,,
153,Zalando Outlet Store Hamburg,3.4,"(1,293)",Clothing store,Poststraße 9,hamburg,Germany,,+49 800 3300996,
6,Zoe Hamburg,5.0,(2),Fashion designer,Hohe Bleichen 23,hamburg,Germany,,+49 40 30999855,
20,a cute color,,,Jewelry designer,Kleine Freiheit 1/6,hamburg,Germany,,+49 172 5909113,
4,anna wand design,5.0,(4),Childrens store,Kohlhöfen 18,hamburg,Germany,,+49 40 41548020,
145,baby-walz Fachgeschäft Hamburg,3.3,(101),Baby store,Caffamacherreihe 8-10,hamburg,Germany,,+49 40 32509730,
180,ballprint GmbH,4.0,(4),Promotional products supplier,Lange Mühren 1,hamburg,Germany,,+49 172 4346500,
204,bow and hummingbird,5.0,(6),Gift shop,Lutterothstraße 12,hamburg,Germany,,+49 40 38648246,
220,büro MW,,,Design agency,Hamburg,hamburg,Germany,,+49 173 7145234,
206,"comma,",3.8,(5),Women's clothing store,Sachsentor 69,hamburg,Germany,,,
99,designforum,3.0,(3),Home goods store,Gänsemarkt 50 Gänsemarkt Passage,hamburg,Germany,,+49 40 34993733,
264,drej GbR | Szenografie und Design,,,Design agency,Kiel,hamburg,Germany,,+49 163 3126195,
196,faible and failure,5.0,(2),Clothing store,Glashüttenstraße 5,hamburg,Germany,,,
202,hanseatics rich media gmbh & co. kg,5.0,(3),Website designer,Katharinenstraße 4,hamburg,Germany,,+49 40 55566970,
46,home24 Showroom Hamburg,3.3,(54),Furniture store,Hamburg,hamburg,Germany,,+49 40 22861328,
108,iDS Hamburg GmbH & Co KG - Industrial Design Germany,4.0,(1),Research institute,Hein-Saß-Weg 22,hamburg,Germany,,+49 40 78070766,
105,justblue.design GmbH,5.0,(4),Design agency,Borselstraße 20,hamburg,Germany,,+49 40 3860330,
130,labsdesign,,,Design agency,Winterstraße 4,hamburg,Germany,,+49 40 28052871,
2,m-plus Design GmbH & Co. KG,0,0,Office furniture store,Steintwietenhof 2,hamburg,Germany,,+49 40 3609340,
24,manschettenknöpfe manufaktur hamburg | Kleinserien und Unikate für elegante und extravagante Herren,5.0,(1),Jewelry designer,Neustädter Str. 44,hamburg,Germany,,,
28,"ondesign – visual identity, Hamburg",5.0,(1),Graphic designer,Cremon 11,hamburg,Germany,,+49 40 3609260,
1,puristix design e.K.,0,0,Furniture store,Bäckerbreitergang 12,hamburg,Germany,,+49 40 609465590,
3,urban design GmbH & Co. KG,,,Furniture store,Deichstraße 49,hamburg,Germany,,+49 211 9296760,
