,Firmenname / COMPANY NAME,rating,reviews,Branche / INDUSTRY,Strasse / Street,Stadt / City,Land / COUNTRY,opening_hours,phone_number,website
1,Ziya-Friseur,4.5,(46),Hair salon,Walter-Benjamin-Platz 6,berlin,Germany,,+49 30 8823050,https://www.google.com/aclk?sa=l&ai=DChcSEwjZi8uv2ZnpAhXF7lEKHdfaBtwYABABGgJ3cw&sig=AOD64_3tB7S8J_ieZOCGGhKvJWjvFpRtBw&adurl&q&ctype=99
133,Ziya-Friseur,4.5,(46),Hair salon,Walter-Benjamin-Platz 6,berlin,Germany,,+49 30 8823050,https://www.google.com/aclk?sa=l&ai=DChcSEwj6tdHa2ZnpAhXM7lEKHdc8BvMYABABGgJ3cw&sig=AOD64_1MNNqYy71mzutxiTxKWKEocCXIhQ&adurl&q&ctype=99
155,Ziya-Friseur,4.5,(46),Hair salon,Walter-Benjamin-Platz 6,berlin,Germany,,+49 30 8823050,https://www.google.com/aclk?sa=l&ai=DChcSEwjDpt_q2ZnpAhWS7lEKHVNiCcIYABABGgJ3cw&sig=AOD64_29-h47FxgNfvoJ-VRWjvzhmu8CcQ&adurl&q&ctype=99
23,Ziya-Friseur,4.5,(46),Hair salon,Walter-Benjamin-Platz 6,berlin,Germany,,+49 30 8823050,https://www.google.com/aclk?sa=l&ai=DChcSEwjXvIi82ZnpAhXKu9UKHTp2B-cYABABGgJ3cw&sig=AOD64_2eqlrFzRU0VTM2WouaRIbRaA9O9w&adurl&q&ctype=99
67,Ziya-Friseur,4.5,(46),Hair salon,Walter-Benjamin-Platz 6,berlin,Germany,,+49 30 8823050,https://www.google.com/aclk?sa=l&ai=DChcSEwiyhczL2ZnpAhWVndUKHUFrBRIYABABGgJ3cw&sig=AOD64_3keN27SZ7lP0EPCvlzlk5aJPl9ow&adurl&q&ctype=99
89,Ziya-Friseur,4.5,(46),Hair salon,Walter-Benjamin-Platz 6,berlin,Germany,,+49 30 8823050,https://www.google.com/aclk?sa=l&ai=DChcSEwjWyovT2ZnpAhWM7lEKHa_iDtcYABABGgJ3cw&sig=AOD64_11iJ-aO6SH95W7NrmVGb4xT-UcEg&adurl&q&ctype=99
45,Ziya-Friseur,4.5,(46),Hair salon,Walter-Benjamin-Platz 6,berlin,Germany,,+49 30 8823050,https://www.google.com/aclk?sa=l&ai=DChcSEwifvIDE2ZnpAhXFlNUKHcMSCjAYABABGgJ3cw&sig=AOD64_3VIZQQ2mgJmpNyYyZiO9cdWc787g&adurl&q&ctype=99
123,allegra - Nagelatelier,4.2,(14),Nail salon,Hausvogteipl. 12,berlin,Germany,,+49 30 20942730,http://allegra-nagelatelier.de/
30,icono Friseur,4.5,(151),Beauty salon,Dircksenstraße 51,berlin,Germany,Open until 8:00 PM ·,+49 30 28599209,http://friseur-berlin.icono.de/salon/hackescher-markt.html
2,icono germany GmbH,5.0,(9),Beauty salon,Linienstraße 152,berlin,Germany,Open until 6:00 PM ·,+49 30 3088160,http://www.icono.de/
8,iramasure,4.7,(153),Beauty salon,Winterfeldtstraße 13,berlin,Germany,,+49 30 34503066,https://www.iramasure.de/
81,med & beauty,,,Beauty salon,Lichtenberger Str. 1,berlin,Germany,,+49 30 4273664,http://www.med-beauty-berlin.de/
99,mod's hair BASIC Berlin,4.1,(26),Hair salon,Monbijoupl.,berlin,Germany,,+49 30 26101832,http://www.modshair-basic-berlin.de/
5,peter arnheim haare & makeup Berlin,4.8,(49),Beauty salon,Keithstraße 17,berlin,Germany,Opens at 10:00 AM ·,+49 30 85407807,http://www.peterarnheim.de/
53,ticro.de,4.4,(114),Hair salon,Mulackstraße 3,berlin,Germany,,+49 30 55511488,
