,Firmenname / COMPANY NAME,rating,Branche / INDUSTRY,Strasse / Street,PostalCode,Stadt / City,Land / COUNTRY,HOURS,phone_number,website,email
143,Tikotex Bekleidung,[],Textilwaren,Schönwalder Str. 102,13585,berlin,Germany,,(030) 60 40 10 48,http://www.tikotex.fashion123.de,https://www.gelbeseiten.de/gsbiz/23207de3-f975-4323-9617-2cfb92dfbe9c#email-schreiben
144,Tiposhop,[],Textilwaren,Danziger Str. 146,10407,berlin,Germany,schließt um 14:00,(030) 36 44 13 18,http://www.tiposhop.de,https://www.gelbeseiten.de/gsbiz/f8bcc7c6-bac0-46c7-b3be-cf3667d38b4c#email-schreiben
145,Toffster Onlineshop,[],Textilwaren,Schmiedegasse 41,14469,berlin,Germany,,0159 02 40 09 20,http://www.toffster.com,https://www.gelbeseiten.de/gsbiz/9ff108d1-429e-4703-aaa1-a602cbed41ea#email-schreiben
146,VS-Mode,[],Textilwaren,Marktstr. 1F,14542,berlin,Germany,schließt um 16:00,(03327) 7 19 02,http://www.vs-mode.de,https://www.gelbeseiten.de/gsbiz/d4dbc48d-c1ca-4ffb-9ad9-716be5a39344#email-schreiben
147,Vendetta.Inc.,[],Bekleidung,Berliner Allee 206,13088,berlin,Germany,öffnet um 13:00,(030) 21 97 03 75,https://vendettainc.de,https://www.gelbeseiten.de/gsbiz/468ec237-7a7f-424c-8d58-3d02ecafef2d#email-schreiben
148,Vécopri Deutschland GmbH,[],Textilwaren,Alter Spandauer Weg 1,14641,berlin,Germany,,(033234) 91 14 88,[],[]
149,"WIBU, Inh. Michael Wiedemann Textilgroßhandel",[],Textilwaren,Summter Str. 219,12623,berlin,Germany,,(030) 5 66 57 82,http://www.wibu-textil.de,https://www.gelbeseiten.de/gsbiz/330dcc08-b042-405d-9bc0-c2e30c704415#email-schreiben
150,Weissenhagen M. Textilhaus,[],Textilwaren,Karl‑Marx‑Str 53b,15537,berlin,Germany,,(03362) 32 22,[],[]
151,Wildermann Gertraud Textilwaren,[],Textilwaren,Reinickendorfer Str. 101,13347,berlin,Germany,,(030) 4 61 71 75,[],[]
152,Wunderlich Sybilla Hundetrainerin,[],Textilwaren,Winkler Str. 21,14193,berlin,Germany,,(030) 89 54 08 16,http://www.hundewunder.de,https://www.gelbeseiten.de/gsbiz/aa87a488-f6a8-4f5e-b520-31ebc55d36bd#email-schreiben
153,Yello Pilot Textilhandels GmbH Textilwaren,[],Textilwaren,Kurfürstendamm 213,10719,berlin,Germany,,(030) 88 00 78 56,[],[]
154,Zeeman,[],Textilwaren,Frankfurter Allee 86 B,10247,berlin,Germany,schließt um 14:00,(030) 70 01 50 57,https://www.zeeman.com/de/store/berlin-frankfurter-allee-frankfurter-allee,[]
155,Zeeman,[],Textilwaren,Hermann‑Blankenstein‑Str. 40,10249,berlin,Germany,schließt um 18:00,(030) 70 01 18 89,https://www.zeeman.com/de/store/berlin-hermann-blankensteinstr-hermann-blankensteinstra--e,[]
156,Zeeman,[],Textilwaren,Turmstr. 66,10551,berlin,Germany,schließt um 16:00,(030) 59 00 38 89,https://www.zeeman.com/de/store/berlin-turmstra--e-turmstra--e,[]
157,Zeeman,[],Textilwaren,Kottbusser Damm 88,10967,berlin,Germany,schließt um 16:00,(030) 80 09 31 97,https://www.zeeman.com/de/store/berlin-kottbusser-damm-kottbusser-damm,[]
158,Zeeman,[],Textilwaren,Karl‑Marx‑Str. 152,12043,berlin,Germany,schließt um 16:00,(030) 59 00 28 29,https://www.zeeman.com/de/store/berlin-karl-marx-stra--e-karl-marx-stra--e,[]
159,Zeeman,[],Textilwaren,Hermannstr. 53,12049,berlin,Germany,schließt um 16:00,(030) 80 09 31 95,https://www.zeeman.com/de/store/berlin-hermannstra--e-hermannstra--e,[]
160,Zeeman,[],Textilwaren,Joachim‑Gottschalk‑Weg 21,12353,berlin,Germany,schließt um 18:00,(030) 72 62 02 02,https://www.zeeman.com/de/store/berlin-wutzkycenter-joachim-gottschalk-weg,[]
161,Zeeman,[],Textilwaren,Cecilienplatz 1,12619,berlin,Germany,schließt um 14:00,(030) 70 01 50 55,https://www.zeeman.com/de/store/berlin-cecilienplatz-cecilienplatz,[]
162,Zeeman,[],Textilwaren,Fritz‑Lang‑Platz 1,12627,berlin,Germany,schließt um 15:00,(030) 72 61 91 59,https://www.zeeman.com/de/store/berlin-hellersdorf-fritz-lang-platz,[]
163,Zeeman,[],Textilwaren,Helene‑Weigel‑Platz 7,12681,berlin,Germany,schließt um 14:00,(030) 72 61 32 39,https://www.zeeman.com/de/store/berlin-helene-weigel-platz-helene-weigel-platz,[]
164,Zeeman,[],Textilwaren,Ludwig‑Renn‑Str. 72,12687,berlin,Germany,schließt um 14:00,(030) 59 00 13 76,https://www.zeeman.com/de/store/berlin-marzahn-ludwig-renn-stra--e,[]
165,Zeeman,[],Textilwaren,Hauptstr. 9,13055,berlin,Germany,schließt um 14:00,(030) 59 00 10 00,https://www.zeeman.com/de/store/berlin-storchenhof-hauptstr,[]
166,Zeeman,[],Textilwaren,Langhansstr. 2,13086,berlin,Germany,schließt um 14:00,(030) 75 64 60 37,https://www.zeeman.com/de/store/berlin-langhansstra--e-langhansstra--e,[]
167,Zeeman,[],Textilwaren,Wiltbergstr. 9,13125,berlin,Germany,schließt um 16:00,(030) 75 64 60 35,https://www.zeeman.com/de/store/berlin-wiltbergstra--e-wiltbergstra--e,[]
168,Zeeman,[],Textilwaren,Badstr. 23,13357,berlin,Germany,schließt um 16:00,(030) 80 09 31 98,https://www.zeeman.com/de/store/berlin-badstra--e-badstra--e,[]
169,Zeeman,[],Textilwaren,Scharnweberstr. 25,13405,berlin,Germany,schließt um 15:00,(030) 75 64 60 33,https://www.zeeman.com/de/store/berlin-scharnweberstra--e-scharnweberstra--e,[]
170,Zeeman,[],Textilwaren,Residenzstr. 40,13409,berlin,Germany,schließt um 16:00,(030) 70 01 50 58,https://www.zeeman.com/de/store/berlin-residenzstra--e-residenzstra--e,[]
171,Zeeman,[],Textilwaren,Breite Str. 13,13597,berlin,Germany,schließt um 16:00,(030) 75 64 60 34,https://www.zeeman.com/de/store/berlin-spandau-breite-stra--e,[]
172,Zeemann textiel Supers Textilwaren,[],Textilwaren,Seestr. 44A,13353,berlin,Germany,schließt um 14:00,(030) 72 62 78 71,http://www.zeeman.com,[]
173,artrollo Großhandel Textilien,[],Textilwaren,Lynarstr. 31,13585,berlin,Germany,,(030) 64 49 44 40,[],[]
174,cor-fashion GmbH Textilwarengroßhandel,[],Textilwaren,Mariendorfer Damm 1‑ 3,12099,berlin,Germany,,0173 8 95 93 12,[],[]
175,"found objets trouvés, Inh. Rui Santos Heimtextilien",[],Textilwaren,Sredzkistr. 29,10435,berlin,Germany,schließt um 18:00,(030) 44 35 27 13,http://www.foundstores.com,https://www.gelbeseiten.de/gsbiz/15948cef-a8f7-49c4-a743-ae797d6f2f2f#email-schreiben
176,kokada fashion UG (haftungsbeschränkt) Textileinzelhandel,[],Textilwaren,An der Friedensbrücke 5,16225,berlin,Germany,,(03334) 36 63 83,[],[]
177,private textiles g.m.b.h.,[],Textilwaren,Brandenburger Str. 54,14467,berlin,Germany,,(0331) 6 01 21 18,[],[]
178,shirt-side GmbH Textilwaren,[],Textildruck,Grünbergerstr. 54,10245,berlin,Germany,,(030) 25 29 36 63,http://www.shirt-side.de/i,https://www.gelbeseiten.de/gsbiz/51b11b8b-27fb-4697-9fbc-6e9fcada16e2#email-schreiben
179,zero Textilhandel,[],Textilwaren,Grunerstr. 20,10719,berlin,Germany,,(030) 93 62 20 08,[],[]
