,Firmenname / COMPANY NAME,rating,reviews,Branche / INDUSTRY,Strasse / Street,Stadt / City,Land / COUNTRY,opening_hours,phone_number,website
217,Dr. med. York Rautenberg,3.9,(12),Cardiologist,"Winterhuder Marktplatz 6-7, Forum Winterhude - 7. Etage - Fahrstuhl 2",hamburg,Germany,,+49 40 54803886,https://www.kardiologie-winterhude.de/
199,Dr. med. Yvonne Gagu-Koll,4.0,(39),Dermatologist,Tesdorpfstraße 17,hamburg,Germany,,+49 40 443680,http://www.dr-gagu-koll.de/
319,Dr. med. dent. Jens-Peter Mausch,5.0,(5),Dentist,Hamburg,hamburg,Germany,,+49 40 774107,http://www.dr-mausch.de/
314,Dr. med. dent. Manuel Kalo,5.0,(10),Dentist,Hamburg,hamburg,Germany,,+49 40 2279505,http://www.all-med.de/
15,Dr. von Rimon & Kollegen,4.6,(21),Dentist,Großer Grasbrook 9,hamburg,Germany,,+49 40 36093961,https://www.zahnarzthamburg.info/
90,Dr.med. Ahmet Kayacik Praktischer Arzt,4.4,(27),Doctor,Hamburg,hamburg,Germany,,+49 40 339053,
122,Dr.med. Aresu Naderi- Fachärztin für Dermatologie und Venerologie,3.8,(10),Dermatologist,Elbchaussee 398,hamburg,Germany,,+49 40 55578188,http://www.dermatologie-nienstedten.de/
47,Dr.med. Bernd-Ulrich Stockmann Facharzt für Allgemeinmedizin,,,Doctor,Reesendamm 1-3,hamburg,Germany,,,
109,Dr.med. Claus Brücker,4.7,(25),Doctor,Neuer Wall 36,hamburg,Germany,,+49 40 366792,
114,Dr.med. Diedrich Haesen Klinik Fleetinsel Abt.Orthopädie III,,,Surgeon,Admiralitätstraße 3,hamburg,Germany,,+49 40 376710,http://www.klinik-fleetinsel.de/
57,Dr.med.Alexander Hoffmann,,,Doctor,Mönckebergstraße 31,hamburg,Germany,,,
29,Dr.Öeter,5.0,(1),Doctor,Bramfelder Chaussee 324,hamburg,Germany,,+49 40 6428341,http://hausarzt-in-bramfeld.de/
202,Dres. Andreae & Neumann,4.1,(41),Doctor,Neuer Wall 43,hamburg,Germany,,+49 40 367904,https://hno-neuer-wall.business.site/
19,ENT practice Hamburg,4.1,(222),Otolaryngologist,Neuer Wall 36,hamburg,Germany,,+49 40 300684770,http://www.dr-ugurlu.de/
280,ENT practice at Jungfernstieg 7,4.7,(14),Otolaryngologist,Hamburg,hamburg,Germany,,+49 40 343543,http://www.toepfner.de/
200,ENTZÜNDUNGSMEDIZIN HAMBURG I Rheumatologie Dr. H. Bisinger & Kollegen,2.0,(7),Rheumatologist,"Arztpraxis G'25, Großer Burstah 25",hamburg,Germany,,+49 40 36802788,http://www.zfe-hamburg.de/
329,Emergency Altona,3.1,(146),Emergency care service,Hamburg,hamburg,Germany,Open until 12:00 AM ·,+49 40 228022,http://www.kvhh.net/kvhh/pages/index/p/89
310,Energy Clinic im Hotel Atlantic,4.4,(38),Wellness center,Hamburg,hamburg,Germany,,+49 40 2888846,http://www.energyclinic.de/
261,Engel Ästhetik,4.7,(10),Surgeon,Hamburg,hamburg,Germany,,+49 40 32318885,http://www.engel-aesthetik.com/
1,"Estetica Clinic – Schönheitsklinik Hamburg - Prof. Dr. George Khoury, Dr. med. Njde Hambarchian",3.6,(54),Doctor,Kurze Mühren 1,hamburg,Germany,,+49 40 40185858,http://www.estetica-clinic.de/
313,Eurofins Dr. Specht Laboratorien GmbH,4.1,(13),Laboratory,Hamburg,hamburg,Germany,,+49 40 8814480,https://www.eurofins.de/lebensmittel/labore/eurofins-dr-specht-laboratorien/
330,Eversheds Sutherland (Germany) LLP,,,Attorney,Stadthausbrücke 8,hamburg,Germany,,+49 40 8080940,http://www.eversheds-sutherland.de/
236,FIRSTMEDICA,4.8,(69),Doctor,Hamburg,hamburg,Germany,,+49 40 537977177,http://www.firstmedica.de/
79,Frau Dr. med. Andrea Blohm,,,Radiologist,Speersort 8,hamburg,Germany,,+49 40 3255520,
59,Frau Dr. med. Anke Bittrich,,,Doctor,Spitalerstraße 8,hamburg,Germany,,+49 40 4293260,https://mammadiagnostik-hamburg.de/praxis.html
293,Frau Dr. med. Apama Haskan,3.2,(5),Naturopathic practitioner,Hamburg,hamburg,Germany,,+49 40 64424226,http://www.dr-haskan.de/
110,Frau Dr. med. Birgitta Lucas,3.7,(6),Ophthalmologist,Rathausmarkt 19,hamburg,Germany,,+49 40 373498,http://www.augenaerzteamrathaus.de/
92,Frau Dr. med. Heike Hündersen,3.7,(6),Internist,Hamburg,hamburg,Germany,,+49 40 6470723,http://www.hausarztpraxis-alterzollweg.de/sprechzeiten/
191,Frau Dr. med. Ines Doll,5.0,(1),Doctor,Mönckebergstraße 10,hamburg,Germany,,+49 800 5891688,
121,Frau Dr. med. Miriam Bachmann,,,Psychiatrist,Neuer Wall 7,hamburg,Germany,,+49 40 35715025,http://www.praxis-drbachmann.de/
175,Frau Dr. med. Nicola Otte,3.0,(4),Dermatologist,Stephanspl. 5,hamburg,Germany,,+49 40 3510750,http://www.dermatologikum.de/
106,Frau Dr. med. Urte Pöhlmann,3.9,(7),Doctor,Ferdinandstraße 6,hamburg,Germany,,+49 40 336171,http://www.innenstadtpraxis.de/
7,Frau Dr. med. dent. Hamide Farshi,4.2,(10),Doctor,Große Johannisstraße 19,hamburg,Germany,,+49 40 30998888,http://www.hamidefarshi.de/
260,Frau Karmena Elzbieta Wytrykusz-Wozniakowski,4.2,(29),General practitioner,Hamburg,hamburg,Germany,,+49 40 680246,https://www.praxis-wytrykusz.de/
54,Frau Prof. Dr. med. Angela Gause,5.0,(1),Doctor,Mönckebergstraße 27,hamburg,Germany,,+49 40 33319610,http://www.rheuma-hh.de/
178,Frau Prof. Dr. med. Margit Fisch,5.0,(2),Doctor,Martinistraße 52,hamburg,Germany,,+49 40 741053442,https://www.uke.de/kliniken-institute/kliniken/urologie/%C3%BCber-die-klinik/team/arztprofil-margit-fisch.html
197,Frauenklinik an der Elbe,4.4,(73),Doctor,"Eingang | Aufzug West, 3. Stock Willy-Brandt-Straße, Oberbaumbrücke 1",hamburg,Germany,,+49 40 4328580,http://frauenklinik-an-der-elbe.de/
119,Frauenärztin Dr. Med. Andrea Witt Frauenarztpraxis an der Staatsoper Hamburg Innenstadt,4.2,(12),Obstetrician-gynecologist,Dammtorstraße 27,hamburg,Germany,,+49 40 340072,http://www.frauenaerztin-witt.de/
206,Gemeinschaftspraxis für Dermatologie und Allgemeinmedizin Dres. Horst-Eckard Mausch und Kersten Magdalena Mausch,3.5,(47),Doctor,Harburger Rathauspl. 7,hamburg,Germany,,+49 40 772346,https://www.hautarzt-harburg.de/
284,HNO Gemeinschaftspraxis an der Oper,4.2,(64),Otolaryngologist,Hamburg,hamburg,Germany,,+49 40 345644,https://www.hno-hamburg.net/
138,Hair Transplant Center - Haartransplantation,4.0,(5),Doctor,Mönckebergstraße 5,hamburg,Germany,,+49 40 35711122,http://www.haartransplantation-zentrum.de/
264,Hamburg Dermatologie (Privatpraxis),3.8,(41),Dermatologist,Hamburg,hamburg,Germany,,+49 40 298138960,http://hamburg-dermatologie.com/
49,Hamburg Fr. Dr. Krüger,,,Family practice physician,Hopfenmarkt,hamburg,Germany,,,
185,Hausarztpraxis Dr. Karin Menche Hamburg,4.2,(5),Family practice physician,Heegbarg 25,hamburg,Germany,,+49 40 6029198,http://www.hausarzt-dr-menche.de/
130,Hautarztpraxis am Grindel - Dr. M. von Zimmermann,2.5,(62),Dermatologist,Grindelallee 35,hamburg,Germany,,+49 40 4505565,https://www.hautarzthamburg.de/
230,Hemker Torsten Dr.med. Facharzt für Orthopädie,3.9,(75),Orthopedic surgeon,Hamburg,hamburg,Germany,,+49 40 352835,http://www.dr-hemker.de/
276,Herr Christian Seevers,4.8,(8),Internist,Hamburg,hamburg,Germany,,+49 40 869666,https://www.pneumologie-seevers.de/
296,Herr Dr. Radu-Liviu Ionescu,5.0,(3),Dentist,Hamburg,hamburg,Germany,,+49 40 243803,http://www.hansedentalpraxis.de/
244,Herr Dr. med. Alexander Urban,3.0,(10),Internist,Hamburg,hamburg,Germany,,+49 40 6434242,
133,Herr Dr. med. Andreas Betthäuser,4.3,(6),Orthopedic surgeon,Große Bleichen 32,hamburg,Germany,,+49 40 46073550,http://www.schulter-zentrum.com/
2,Herr Dr. med. Axel Arlt,4.4,(17),Plastic surgeon,Esplanade 31,hamburg,Germany,,+49 40 41355669,https://www.dr-axel-arlt.de/
214,Herr Dr. med. Bertrand Prevot,4.3,(9),Orthopedic surgeon,Kösterbergstraße 32,hamburg,Germany,,+49 40 41929890,http://www.dr-prevot.de/
32,Herr Dr. med. Claus Fenner,0,0,Doctor,Bergstraße 14,hamburg,Germany,,+49 40 3095542,https://www.fennerlabor.de/
137,Herr Dr. med. Dietmar Nixdorf,3.7,(23),Doctor,Erdkampsweg 27,hamburg,Germany,,+49 40 591105,
100,Herr Dr. med. Dr. rer. nat. T. Hamdosch,2.2,(13),Internist,Hamburg,hamburg,Germany,,+49 40 22691700,http://www.drhamdosch.de/
102,Herr Dr. med. Eike Tobias Matthiessen,2.9,(8),Ophthalmologist,Hamburg,hamburg,Germany,,+49 40 373498,http://www.augenaerzteamrathaus.de/
140,Herr Dr. med. Erik Brandenburg,3.5,(19),Proctologist,Reesendamm 3,hamburg,Germany,,+49 40 326868,http://www.proktologie-zentrum.de/
292,Herr Dr. med. Hartwig Schuldt,5.0,(1),Homeopath,Hamburg,hamburg,Germany,,+49 40 3800003,
36,Herr Dr. med. Jörn Slot Jörgensen,5.0,(1),Doctor,Dammtorstraße 1,hamburg,Germany,,+49 40 30399993,http://www.euroeyes.de/
105,Herr Dr. med. Jörn Steinhagen,,,Doctor,Große Bleichen 5,hamburg,Germany,,+49 40 35015060,
37,Herr Dr. med. Jürgen Axel,3.7,(3),Doctor,Neuer Wall 39,hamburg,Germany,,+49 40 36901905,http://www.alstercardio.de/
232,Herr Dr. med. Klaus Dieter Dellemann,,,Cardiologist,Hamburg,hamburg,Germany,,+49 40 39909951,
239,Herr Dr. med. Kurt Strobeck,4.7,(3),Psychiatrist,Hamburg,hamburg,Germany,,+49 40 32527214,
205,Herr Dr. med. Manuel von Gersum,,,Internist,Dweerblöcken 10,hamburg,Germany,,+49 40 6015544,http://kardiologischepraxissasel.de/
56,Herr Dr. med. Markus Flotho,4.8,(23),General practitioner,Admiralitätstraße 3-4,hamburg,Germany,,+49 40 3767156,http://www.dr-flotho-hamburg.de/
68,Herr Dr. med. Matthias Riedl,5.0,(2),Internist,Beim Strohhause 2,hamburg,Germany,,+49 40 8079790,https://www.medicum-hamburg.de/de/das-aerzteteam/dr-med-matthias-riedl/
96,Herr Dr. med. Michael Nückel,,,Doctor,Hamburg,hamburg,Germany,,+49 40 30804550,
27,Herr Dr. med. Paul Hinse,2.5,(2),Doctor,Kümmellstraße 1,hamburg,Germany,,+49 40 46778570,http://www.neuropraxis-hamburg.de/
85,Herr Dr. med. Peter Jakob,3.6,(12),Doctor,Hamburg,hamburg,Germany,,+49 40 2280091,
169,Herr Dr. med. Roland Henning,4.2,(6),Orthopedic surgeon,Poststraße 2-4,hamburg,Germany,,+49 40 3510550,http://www.orthopaediezentrumhamburg.de/
112,Herr Dr. med. Siegfried Braun,5.0,(2),Psychotherapist,Neuer Wall 8,hamburg,Germany,,+49 40 373492,
44,Herr Dr. med. Thilo Hartmann,,,Doctor,Bergstraße 14,hamburg,Germany,,+49 40 30955642,
60,Herr Dr. med. Thomas Bettermann,3.6,(14),Doctor,Neuer Pferdemarkt 12,hamburg,Germany,,+49 40 4322525,http://www.bettermann-arpke.de/
147,Herr Dr. med. Thomas Meier,,,Doctor,Stadthausbrücke 3,hamburg,Germany,,+49 40 3697290,http://www.diagnostik-zentrum.de/
225,Herr Dr. med. Thorsten Schubert,3.2,(11),Orthopedic surgeon,Mönckebergstraße 18,hamburg,Germany,,+49 40 327605,https://www.orthopaedicum-hamburg.de/
221,Herr Dr. med. Wolf Kypke,,,Ophthalmologist,Rathausmarkt 19,hamburg,Germany,,+49 40 373498,
181,Herr Dr. med. Wolfgang Hoch,,,Doctor,Neuer Wall 38,hamburg,Germany,,+49 40 36122492,
20,Herr Dr. med. Wolfgang Schafnitzl,1.0,(4),Doctor,Mönckebergstraße 18,hamburg,Germany,,+49 40 324515,http://www.internisten-moenckebergstr.de/
311,Herr Dr. med. dent. Ali Amani,4.6,(31),Dentist,Hamburg,hamburg,Germany,,+49 40 481527,http://www.zahnarzt-amani.de/
306,Herr Dr. med. dent. Andreas Messmer,5.0,(5),Dentist,Hamburg,hamburg,Germany,,+49 40 6771621,
180,Herr Dr. med. dent. Lothar Krawinkel,,,Doctor,Ballindamm 38,hamburg,Germany,,+49 1511 5162938,http://www.praxis-krawinkel.de/
149,Herr Lothar Elster,2.8,(6),Doctor,Grabkeweg 16,hamburg,Germany,Open until 11:00 PM ·,+49 40 6533344,http://www.facharztpraxis-jenfeld.de/html/praxis.html
129,Herr Priv. Doz. Dr. med. Florian Würschmidt,,,Doctor,Mörkenstraße 47,hamburg,Germany,,+49 40 380110,
210,Herr Priv. Doz. Dr. med. Thomas Kucinski,,,Radiologist,Mönckebergstraße 31,hamburg,Germany,,+49 40 325552101,http://www.radiologie-am-rathausmarkt.de/
103,Herr Prof. Dr. Ansgar W. Lohse,3.7,(3),Doctor,Hamburg,hamburg,Germany,,+49 40 74103910,https://www.uke.de/kliniken-institute/kliniken/i.-medizinische-klinik-und-poliklinik/%C3%BCber-die-klinik/team/arztprofilseite_lohse.html
211,Herr Prof. Dr. Dr. Wolfgang Wiegand,3.7,(3),Doctor,Tangstedter Landstraße 400,hamburg,Germany,,+49 40 1818873455,https://www.asklepios.com/details/arztprofil~prId=1766~
176,Herr Prof. Dr. med. Axel Müller-Jensen,,,Neurologist,Neuer Wall 25,hamburg,Germany,,+49 40 343541,
223,Herr Prof. Dr. med. Christian Gerloff,1.0,(1),Doctor,Martinistraße 52,hamburg,Germany,,,
11,Herr Prof. Dr. med. Jörn Sandstede,0,0,Doctor,Mönckebergstraße 31,hamburg,Germany,,+49 40 325552101,http://www.radiologie-am-rathausmarkt.de/
48,Herr Prof. Dr. med. Klaus Rudolf,,,Doctor,Speersort 4,hamburg,Germany,,+49 40 30804400,http://www.fertility-center-hh.de/
108,Herr Prof. Dr. med. Michael Reuter,,,Radiologist,Speersort 8,hamburg,Germany,,+49 40 3255520,
171,Herr Prof. Dr. med. habil. Karl Heinz Bohuslavizki,3.4,(9),Radiologist,Spitalerstraße 8,hamburg,Germany,,+49 40 3039480,https://www.nuklearmedizin-spitalerhof.de/praxisteam/aerzte/prof_dr_karl_h_bohuslavizki.html
123,Herr Stefan Linnig,3.4,(9),Doctor,Dammtorstraße 27,hamburg,Germany,,+49 40 35715638,http://www.dammtorpraxis.de/
190,Herr Thomas Röttgen,4.0,(3),Doctor,Gryphiusstraße 7,hamburg,Germany,,+49 40 46091314,http://www.roettgen-hamburg.de/
321,INGENIEURBÜRO DR. BINNEWIES - Bauingenieure - Prüfingenieure - Ing.-GmbH,5.0,(4),Civil engineer,Hamburg,hamburg,Germany,,+49 40 4152000,https://www.dr-ing-binnewies.de/
298,Ihre Zahnärzte - Bramfeld,4.4,(7),Dentist,Hamburg,hamburg,Germany,,+49 40 53630838,https://ihrezahnaerzte.com/
289,Impfcentrum,4.6,(19),Travel clinic,Hamburg,hamburg,Germany,,+49 40 30093737,http://www.impfcentrum.de/
203,"Institut für Medizinsche Begutachtung, Dr. Bucholz",,,Appraiser,Mönckebergstraße 31,hamburg,Germany,,+49 431 93399,http://imb-kiel.de/
255,International Patient Office - Asklepios Klinik Hamburg Altona,,,Doctor,Hamburg,hamburg,Germany,,+49 40 1818818100,https://www.asklepios.com/hamburg/altona/patienten/anmeldung/international/
155,Internisten Mönckebergstraße Dr. Dubiel und Dr. Meyborg,2.7,(6),Internist,Mönckebergstraße 18,hamburg,Germany,,+49 40 324515,https://www.med-hh.de/
263,Josef Stuch,4.6,(36),General practitioner,Hamburg,hamburg,Germany,,+49 40 37510060,
269,Kinderwunsch Praxisklinik Fleetinsel Hamburg,4.1,(30),Obstetrician-gynecologist,Hamburg,hamburg,Germany,,+49 40 38605553,http://www.kinderwunschzentrum-hamburg.de/
163,Kosmed-Klinik,4.5,(26),Doctor,Mönckebergstraße 5,hamburg,Germany,,+49 40 35711122,https://www.kosmed-klinik.de/
64,KÖ-HAIR GmbH Hamburg hair transplant,5.0,(5),Hair transplantation clinic,Neuer Wall 50,hamburg,Germany,,+49 40 228689230,http://www.koe-hair.de/
303,Labor Dr. von Froreich -Bioscientia GmbH,3.0,(2),Medical laboratory,Hamburg,hamburg,Germany,,+49 40 766960,https://www.froreich-bioscientia.de/
256,Lasik Germany AugenLaserZentrum - Hamburg,5.0,(1),Lasik surgeon,Hamburg,hamburg,Germany,,+49 40 35017519,https://www.lasik-germany.de/laserzentren/hamburg/
272,M1 Med Beauty Hamburg Altona,4.8,(372),Plastic surgeon,Hamburg,hamburg,Germany,,+49 40 46002771,https://www.m1-beauty.de/fachzentren-hamburg/
233,M1 Med Beauty Hamburg Jungfernstieg,4.8,(119),Skin care clinic,Hamburg,hamburg,Germany,,+49 40 607742410,https://www.m1-beauty.de/
259,MEDIZINICUM Stephansplatz,4.0,(28),Medical clinic,Hamburg,hamburg,Germany,,+49 40 32088310,http://www.medizinicum.de/
12,MKG Praxis Spitaler Hof – Prof. Dr. George Khoury,3.3,(21),Doctor,Spitalerstraße 8,hamburg,Germany,,+49 40 32901901,https://www.mkg-hamburg-zentrum.de/
93,MVZ Dr. Schaart,4.1,(43),Dermatologist,Hamburg,hamburg,Germany,,+49 40 53056690,https://docschaart.de/
281,MVZ rheumatology and autoimmune Medicine Hamburg GmbH,3.8,(19),Rheumatologist,Hamburg,hamburg,Germany,,+49 40 33319610,http://www.rheuma-hh.de/
285,Margit Maria Fisch,,,Urologist,Hamburg,hamburg,Germany,Opens at 12:00 AM ·,+49 40 79212555,
291,Martini-Klinik am UKE GmbH,4.5,(51),Hospital,Hamburg,hamburg,Germany,,+49 40 741051300,http://www.martini-klinik.de/
186,Mr. Priv. Doz Dr. med.. Michael Muschik,5.0,(2),Orthopedic surgeon,Admiralitätstraße 4,hamburg,Germany,,+49 40 37671650,http://www.klinik-fleetinsel.de/
265,Neuropsychiatrisches Zentrum Hamburg-Altona GmbH,3.3,(34),Psychiatrist,Hamburg,hamburg,Germany,,+49 40 53307380,http://www.npz-hamburg.de/
81,Nose & Aesthetics / Dr. med. Eckart Knoche,4.4,(53),Otolaryngologist,Ballindamm 38,hamburg,Germany,,+49 40 30099630,http://www.nose-aesthetics.de/
245,Notfallpraxis Farmsen,3.0,(159),Doctor,Hamburg,hamburg,Germany,Open until 12:00 AM ·,+49 40 228022,http://www.kvhh.net/kvhh/pages/index/p/89
277,Optical Express - Augen Lasern Hamburg,4.1,(14),Lasik surgeon,Hamburg,hamburg,Germany,,+49 800 2204000,https://www.opticalexpress.de/zentren/deutschland/hamburg?utm_source=google&utm_medium=organic&utm_campaign=google-my-business
268,Orthopaedics & Naturopathy Reinhard Bruhn,4.1,(34),Orthopedic surgeon,Hamburg,hamburg,Germany,,+49 40 63607549,http://www.orthopaedie-naturheilkunde.de/
270,Orthopaedicum Hamburg Mönckebergstrasse,3.5,(33),Orthopedic surgeon,Hamburg,hamburg,Germany,,+49 40 327605,http://www.orthopaedicum-hamburg.de/
118,Orthopädie Dr. Rusznak - Privatpraxis Hamburg Hafencity,4.7,(26),Orthopedic surgeon,Shanghaiallee 17,hamburg,Germany,,+49 40 63862128,https://www.praxis-rusznak.de/
278,Orthopädikum Neuer Wall - Ihr Orthopädiezentrum in Hamburg,3.3,(207),Orthopedic surgeon,Hamburg,hamburg,Germany,,+49 40 364714,https://www.orthopaedikum-neuer-wall.de/
177,Orthopädische Privatarztpraxis Dr. med. Frank Brons in Hamburg-Eimsbüttel,4.7,(14),Orthopedic surgeon,Bundesstraße 107B,hamburg,Germany,,+49 40 6940150,http://www.orthopaede-eimsbuettel.de/
78,Osteoporosezentrum Hamburg Dr. Isolde Frieling,,,Doctor,Neuer Wall 32,hamburg,Germany,,+49 40 36099800,http://www.osteoporosezentrum-hamburg.de/
95,PRAXIS DR. TACKE,4.3,(19),Doctor,Hamburg,hamburg,Germany,,+49 40 35019960,http://www.dr-tacke.com/
86,PRIVATPRAXIS Neurologie Dr. Bredow Frieling Knop Königsmann Bockholt Kele,3.0,(2),Neurologist,Hamburg,hamburg,Germany,,+49 40 30068760,http://www.mediplex-hamburg.com/data/de/mem/31
115,PROF. DR. MED. GISBERT RICHARD,4.0,(4),Ophthalmologist,Ballindamm 37,hamburg,Germany,,+49 40 76757376,https://www.ophthalmologikum.net/
168,Pediatrician Dr. Petrick,3.7,(49),Pediatrician,August-Krogmann-Straße 14a,hamburg,Germany,,+49 40 6431777,http://www.kinderarzt-petrick.de/
160,Plastische Chirurgie Dr. Sattler,4.8,(17),Plastic surgeon,Stubbenhuk 7,hamburg,Germany,,+49 40 31171253,https://www.plastische-chirurgie-sattler.de/
58,Plastische Chirurgie Praxisklinik Colonnaden,3.9,(21),Plastic surgery clinic,Colonnaden 9,hamburg,Germany,,+49 40 342439,https://www.praxisklinik-colonnaden.de/
297,Plastische Chirurgie am Klosterstern: Dr. Dalia Sattler,4.7,(43),Plastic surgery clinic,Hamburg,hamburg,Germany,,+49 40 46091076,https://klosterstern-praxis.de/en/
14,Practice Reinhard Köller,3.0,(2),Doctor,Großer Burstah 53,hamburg,Germany,,+49 40 28051863,http://www.praxis-koeller.de/
101,Praxis Dr. Michael Jacob,4.7,(28),Dentist,Hamburg,hamburg,Germany,,+49 40 4103661,http://www.zahnarzt-hamburg-neuerwall.de/
23,Praxis Riemer in Hamburg - Arbeitsmedizin Reisemedizin,,,Occupational medical physician,Brooktorkai 20,hamburg,Germany,,+49 40 228138181,http://www.praxis-riemer.de/
183,Praxis für Biologische Zahnheilkunde Dr. Babette Klein & Kollegen,4.1,(7),Dentist,Neuer Jungfernstieg 7,hamburg,Germany,,+49 40 76971271,http://www.implantate-hamburg-zahn.de/
132,Praxisklinik Brahmsallee - Dr. med Hartmut Meyer,5.0,(16),Plastic surgeon,Brahmsallee 9,hamburg,Germany,,+49 40 462556,https://www.praxisklinik-brahmsallee.de/
67,Praxisklinik Winterhude am Rathausmarkt,3.9,(14),Women's health clinic,Rathausmarkt 19,hamburg,Germany,,+49 40 4116680,https://www.praxisklinik-winterhude.de/
235,Private Hautarztpraxis Hautprofil v. Dr. med. Christina Hintz-König,3.9,(18),Dermatologist,Hamburg,hamburg,Germany,,+49 40 60090760,http://www.hautarzt-hamburg.de/
251,Privatpraxis Dr. med. Christos Petridis,4.5,(8),Doctor,Hamburg,hamburg,Germany,,+49 40 35716650,http://www.dr-petridis.de/
3,Prof. Dr. Christoph M. Bamberger 👨‍⚕️ Conradia Medical Prevention | Check-up | vormals MPCH,4.5,(2),Doctor,Falkenried 88,hamburg,Germany,,+49 40 468636111,https://conradia-checkup.de/expert/prof-dr-christoph-bamberger/
61,Prof. Dr. med. Jörg Steinmann,,,Medical laboratory,Bergstraße 14,hamburg,Germany,,+49 40 309550,http://www.fennerlabor.de/
40,Prof. Dr. med. M. Citak | Sportorthopädie in Hamburg,4.5,(37),Orthopedic surgeon,"10, Hohe Bleichen",hamburg,Germany,,+49 40 22859918,http://www.soih.de/
195,Prof. Dr. med. Volker Steinkraus,3.9,(11),Dermatologist,Stephanspl. 5,hamburg,Germany,,+49 40 3510750,http://www.dermatologikum.de/impressum/
279,Radiologie Hamburg - Privatpraxis Radiologie-Raboisen 38,4.3,(7),Radiologist,Hamburg,hamburg,Germany,,+49 40 30382804,https://www.radiologie-raboisen38.de/
266,Rückenzentrum Am Michel - Hamburg,4.5,(120),Orthopedic surgeon,Hamburg,hamburg,Germany,,+49 40 4136230,https://ruecken-zentrum.de/hamburg-rueckenzentrum-am-michel/rueckenzentrum-am-michel/
6,S-thetic Clinic Hamburg,4.4,(18),Plastic surgery clinic,Alsterarkaden 20,hamburg,Germany,,+49 40 70383383,http://www.s-thetic.de/
254,Sahika Akalin specialist in general medicine,4.5,(17),General practitioner,Hamburg,hamburg,Germany,,+49 40 38616496,http://dctlb.de/impfzentrumhh
166,Schmerztherapiezentrum am Rothenbaum Dr. Antje Kallweit u. Leif Burmeister,3.4,(10),Doctor,Heimhuder Str. 38,hamburg,Germany,,+49 40 41350530,http://www.schmerzklinik-hamburg.de/
136,Schrader Hans-Marten practice of General and Tropical Medicine,4.1,(9),General practitioner,Papenhuder Str. 39,hamburg,Germany,,+49 40 2206823,http://www.tropen-schrader.de/
326,Schön Klinik Hamburg Eilbek,3.9,(306),Hospital,Hamburg,hamburg,Germany,,+49 40 20920,https://www.schoen-klinik.de/hamburg-eilbek?utm_medium=organic&utm_source=MyBusiness&utm_content=Websitelink_EIL
226,"Stephan Miehlke, Prof.,",3.8,(16),Doctor,Eppendorfer Landstraße 42,hamburg,Germany,,+49 40 36035220,http://www.facharztzentrum-eppendorf.de/gastroenterologie-endoskopie/arzt/prof-dr-med-stephan-miehlke/
288,Trockene Augen Zentrum,5.0,(2),Ophthalmologist,Hamburg,hamburg,Germany,,+49 40 57220041,http://trockeneaugenzentrum.de/
327,UKE International Office,5.0,(2),Information services,Hamburg,hamburg,Germany,,+49 40 741055272,http://www.uke-io.de/
275,UROLOGIE Mönckebergstraße,3.2,(42),Urologist,Hamburg,hamburg,Germany,,+49 40 245476,http://www.urologie-hamburg-city.de/
305,University Medical Center Hamburg-Eppendorf,3.3,(746),University hospital,Hamburg,hamburg,Germany,,+49 40 74100,https://www.uke.de/index.html
294,W. Johannes Wentzel Dr. Nfl. (GmbH & Co.) KG,3.1,(177),Real estate agents,Hamburg,hamburg,Germany,,+49 40 561910,https://www.wentzel-dr.de/
30,Wagner Regina Dr. Specialist in Plastic Surgery,,,Plastic surgeon,Neuer Wall 8,hamburg,Germany,,+49 40 22867395,https://dr-regina-wagner.de/
328,Weiss Walter Fischer-Zernin,,,Attorney,Hamburg,hamburg,Germany,,+49 40 3709000,http://www.wwfz.com/
120,Zahnarzt Hamburg - Dr. Dr. Hans-Ulrich Fischer,1.0,(1),Doctor,Rathausmarkt 19,hamburg,Germany,,+49 40 364588,http://www.zahnarzt-hamburg.co/
295,Zahnarzt Hamburg Dr. Maik Humsi Zahnarztpraxis Neuer Wall 39,4.4,(10),Dentist,Hamburg,hamburg,Germany,,+49 40 353535,http://www.dr-humsi.de/
248,Zahnarzt Praxis Dr. Felden,5.0,(1),Doctor,Hamburg,hamburg,Germany,,+49 40 408684,
324,Zahnarztpraxis Dr. Bettina Thews,4.0,(8),Dentist,Hamburg,hamburg,Germany,,+49 40 2505950,https://www.doctolib.de/zahnmedizin/hamburg/bettina-thews-zahnarztpraxis-dr-bettina-thews
35,Zahnarztpraxis Hamburg - Zahnmedizinisches Zentrum Dr. R. Zolmajd,4.2,(17),Dentist,Jungfernstieg 41,hamburg,Germany,,+49 40 35017140,
316,Zahnarztpraxis Hoveida/Salim,3.8,(21),Dentist,Hamburg,hamburg,Germany,,+49 40 68268622,http://www.zahnaerzte-hoveida-salim.de/
307,Zahnarztpraxis am Husarenhof Dr. Tehrani,4.4,(45),Dentist,Hamburg,hamburg,Germany,,+49 40 64667676,http://zahnarzt-husarenhof.de/
282,amedes experts,3.2,(103),Obstetrician-gynecologist,Hamburg,hamburg,Germany,,+49 800 5891688,http://www.amedes-experts-hamburg.de/
301,dr med dent günter fritzsche zahnarztpraxis,5.0,(9),Dentist,Hamburg,hamburg,Germany,,+49 40 41113111,http://www.zahnarzthamburg.net/
