,Firmenname / COMPANY NAME,rating,reviews,Branche / INDUSTRY,Strasse / Street,Stadt / City,Land / COUNTRY,opening_hours,phone_number,website
192,Volksbühne Berlin,4.5,"(1,024)",Performing arts theater,Linienstraße 227, berlin,Germany,,+49 30 24065777,http://www.volksbuehne.berlin/
27,WHEADON Wohlfühlen ist Hautsache,4.6,(63),Beauty salon,Steinstraße 17, berlin,Germany,Opens at 12:00 PM ·,+49 30 52660621,http://www.wheadon.de/
150,Wax in the City Berlin Mitte,4.2,(104),Hair removal service,Alte Schönhauser Str. 33-34, berlin,Germany,,+49 30 23456761,https://www.wax-in-the-city.com/waxing-berlin-mitte
159,Wax in the City Center,3.7,(6),Waxing hair removal service,Linienstraße 214, berlin,Germany,,+49 30 81452020,http://www.wax-in-the-city.com/
172,Waxing Company® Mitte,4.1,(103),Waxing hair removal service,Steinstraße 3, berlin,Germany,,+49 30 61629732,http://www.waxing-company.de/
178,Wein Salon,4.5,(76),Wine bar,Schreinerstraße 59, berlin,Germany,,+49 30 32660925,http://www.facebook.com/weinsalon
17,Wolfgang Zimmer,3.8,(21),Beauty salon,Rosenthaler Str. 36, berlin,Germany,,+49 30 8813206,http://www.wolfgangzimmer-friseur.de/
166,Yi-Spa,4.7,(90),Day spa,Monbijoupl. 3A, berlin,Germany,,+49 30 28879665,http://www.yi-spa.com/
45,Ziya-Friseur,4.5,(46),Hair salon,Walter-Benjamin-Platz 6, berlin,Germany,,+49 30 8823050,https://www.google.com/aclk?sa=l&ai=DChcSEwj6rJnr15npAhUJiNUKHV0qDFIYABABGgJ3cw&sig=AOD64_3-m7TQSMlQMK6KDV2d2GvE7N869A&adurl&q&ctype=99
1,Ziya-Friseur,4.5,(46),Hair salon,Walter-Benjamin-Platz 6, berlin,Germany,,+49 30 8823050,https://www.google.com/aclk?sa=l&ai=DChcSEwj57PvW15npAhXJiNUKHYXhDYcYABAAGgJ3cw&sig=AOD64_0Nuyo_hgzLeRj9X5SseMZt4xw7Bw&adurl&q&ctype=99
23,Ziya-Friseur,4.5,(46),Hair salon,Walter-Benjamin-Platz 6, berlin,Germany,,+49 30 8823050,https://www.google.com/aclk?sa=l&ai=DChcSEwio0vXg15npAhWT91EKHe9CC28YABABGgJ3cw&sig=AOD64_1dRG1AzmvhDhe-tN8Aec6d_lgPuA&adurl&q&ctype=99
177,Ziya-Friseur,4.5,(46),Hair salon,Walter-Benjamin-Platz 6, berlin,Germany,,+49 30 8823050,https://www.google.com/aclk?sa=l&ai=DChcSEwjTurur2JnpAhXJu9UKHR_-BsIYABABGgJ3cw&sig=AOD64_327AK_7y8RBhwr0BY9BOwuK93r6w&adurl&q&ctype=99
89,Ziya-Friseur,4.5,(46),Hair salon,Walter-Benjamin-Platz 6, berlin,Germany,,+49 30 8823050,https://www.google.com/aclk?sa=l&ai=DChcSEwjUhbCA2JnpAhXU-FEKHcakABcYABAAGgJ3cw&sig=AOD64_3kStl9l28fDDYnOXMpunljMD3Z1w&adurl&q&ctype=99
111,Ziya-Friseur,4.5,(46),Hair salon,Walter-Benjamin-Platz 6, berlin,Germany,,+49 30 8823050,https://www.google.com/aclk?sa=l&ai=DChcSEwjUhbCA2JnpAhXU-FEKHcakABcYABAAGgJ3cw&sig=AOD64_3kStl9l28fDDYnOXMpunljMD3Z1w&adurl&q&ctype=99
155,Ziya-Friseur,4.5,(46),Hair salon,Walter-Benjamin-Platz 6, berlin,Germany,,+49 30 8823050,https://www.google.com/aclk?sa=l&ai=DChcSEwiCu9Sh2JnpAhXRu9UKHaIsB9IYABAAGgJ3cw&sig=AOD64_3z3ig_9AobMGIEsdfToKF-cthQgA&adurl&q&ctype=99
67,Ziya-Friseur,4.5,(46),Hair salon,Walter-Benjamin-Platz 6, berlin,Germany,,+49 30 8823050,https://www.google.com/aclk?sa=l&ai=DChcSEwj6rJnr15npAhUJiNUKHV0qDFIYABABGgJ3cw&sig=AOD64_3-m7TQSMlQMK6KDV2d2GvE7N869A&adurl&q&ctype=99
133,Ziya-Friseur,4.5,(46),Hair salon,Walter-Benjamin-Platz 6, berlin,Germany,,+49 30 8823050,https://www.google.com/aclk?sa=l&ai=DChcSEwiV2aWK2JnpAhXUhdUKHYF5A08YABAAGgJ3cw&sig=AOD64_095MN9Hk7Eyl0oysemIPp-cCP7Xw&adurl&q&ctype=99
2,icono germany GmbH,5.0,(9),Beauty salon,Linienstraße 152, berlin,Germany,Open until 6:00 PM ·,+49 30 3088160,http://www.icono.de/
8,iramasure,4.7,(153),Beauty salon,Winterfeldtstraße 13, berlin,Germany,,+49 30 34503066,https://www.iramasure.de/
80,mask berlin - HydraFacial,4.5,(38),Beauty salon,Ansbacher Str. 71, berlin,Germany,Open until 7:00 PM ·,+49 30 23629746,https://www.maskeberlin.de/
51,nails & more,4.0,(37),Nail salon,Friedrichstraße 95, berlin,Germany,,+49 30 20653798,http://www.nagelstudio-berlin-mitte.de/
165,perfect skin Berlin,4.2,(47),Hair removal service,Reinhardtstraße 15, berlin,Germany,,+49 30 46604277,http://www.perfectskin-berlin.de/
5,peter arnheim haare & makeup Berlin,4.8,(49),Beauty salon,Keithstraße 17, berlin,Germany,Opens at 10:00 AM ·,+49 30 85407807,http://www.peterarnheim.de/
